Year,LocationAbbr,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,Status,Citation,StatusAltValue,EnactedDate,EffectiveDate
2009,OR,Oregon,Obesity,Appropriations,Community,WIC Vendor and Farmer Administration,Enacted,R30455,1,1/1/2009 0:00,
2013,NJ,New Jersey,Physical Activity,Incentives,Community,Low Income Housing Tax Credit Qualified Allocation Plan<br>,Enacted,20153,1,5/22/2013 0:00,6/17/2013 0:00
2011,NY,New York,Nutrition,Food Security,Community,Deficiency Budget,Dead,S2806,3,,
2010,RI,Rhode Island,Nutrition,Agriculture and Farming,Community,Special Supplemental Nutrition Program,Enacted,R4080,1,1/1/2010 0:00,
2009,NY,New York,Nutrition,Appropriations,Community,Food Service Warning,Dead,S3572,3,,
2010,MN,Minnesota,Nutrition,Media Campaigns,Community,Capital Improvements,Dead,H2626,3,,
2009,NE,Nebraska,Nutrition,Task Forces/Councils,School/After School,Farm to School Program Task Force,Dead,L130,3,,
2010,NY,New York,Nutrition,Appropriations,Restaurant/Retail,Restaurants and Food Establishments,Dead,S6458,3,,
2009,MA,Massachusetts,Nutrition,Task Forces/Councils,Community,Student Nutrition and Wellness,Dead,HD1736,3,,
2009,NE,Nebraska,Nutrition,Appropriations,Restaurant/Retail,Healthy Food Choices Study,Dead,LR453,3,,
2009,NC,North Carolina,Nutrition,Appropriations,Community,Special Tax Reduction Provisions,Dead,H1594,3,,
2009,NE,Nebraska,Nutrition,Access to Healthy Foods,Restaurant/Retail,Healthy Food Choices Study,Dead,LR453,3,,
2009,OH,Ohio,Nutrition,Fruits and Vegetables,Community,WIC Program,Enacted,R14784,1,1/1/2009 0:00,
2010,VT,Vermont,Obesity,Liability and Indemnity,Restaurant/Retail,Catamount Health,Dead,H704,3,,
2010,TX,Texas,Physical Activity,Physical Activity Requirements,Early Care and Education,Basic Care for Pre-Kindergarten Age Children,Enacted,R18526,1,1/1/2010 0:00,
2009,IN,Indiana,Nutrition,Incentives,Community,Need to End Childhood Obesity,Enacted,HR101,1,1/1/2009 0:00,
2009,AR,Arkansas,Nutrition,Appropriations,Community,Raw Farm Products,Dead,H2122,3,,
2012,IL,Illinois,Nutrition,Food Security,Community,An Act Concerning Appropriations,Dead,H5958,3,1/1/2012 0:00,
2009,MA,Massachusetts,Obesity,Appropriations,Community,Bicyclist Safety,Dead,HD420,3,,
2008,NH,New Hampshire,Nutrition,Farmers Markets,Community,Poultry Sales,Dead,LSR87,3,,
2011,OR,Oregon,Nutrition,Appropriations,Restaurant/Retail,Establishment of Nutritional Requirement for Food Items,Dead,H3224,3,,
2010,NY,New York,Nutrition,Vending,School/After School,Statewide School Nutrition Standards,Dead,A11027,3,,
2010,AZ,Arizona,Physical Activity,Built Environment and Street-Scale Design,Community,Bicycles,Dead,H2633,3,,
2008,VT,Vermont,Physical Activity,Initiatives and Programs,Work Place,House Resolution<br>,Enacted,HR34,1,1/1/2008 0:00,
2010,TN,Tennessee,Obesity,Body Mass Index (BMI),School/After School,Education,Dead,S2475,3,,
2009,NY,New York,Nutrition,Incentives,Community,Office Of Nutrition And Fitness,Dead,S2275,3,,
2010,UT,Utah,Nutrition,Fruits and Vegetables,Community,Apple Marketing Order,Enacted,R33993,1,1/1/2010 0:00,
2010,MN,Minnesota,Nutrition,Agriculture and Farming,School/After School,Education Finance,Dead,H2793,3,,
2013,TX,Texas,Nutrition,Initiatives and Programs,School/After School,Resolution,Introduced,HR1113,0,,
2011,GA,Georgia,Nutrition,Farm Direct Foods,Community,Farm to School Programs,Enacted,SR508,1,1/1/2011 0:00,
2010,RI,Rhode Island,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Taxation,Dead,H8128,3,,
2009,MN,Minnesota,Obesity,Food Restrictions,Restaurant/Retail,Human Services,Dead,S583,3,,
2009,MA,Massachusetts,Obesity,Front of Package Labeling,School/After School,State Funded School Buildings,Dead,SD379,3,,
2009,VA,Virginia,Nutrition,Appropriations,Community,Sales and Use Tax,Dead,H2588,3,,
2011,NC,North Carolina,Nutrition,School Nutrition,Early Care and Education,Childhood Obesity Legislative Task Force,Dead,S242,3,,
2011,HI,Hawaii,Obesity,Appropriations,Community,Real Property Blight,Dead,H237,3,,
2011,MA,Massachusetts,Obesity,Body Mass Index (BMI),Community,Transportation Infrastructure Revolving Fund,Dead,H3248,3,,
2011,MO,Missouri,Nutrition,Agriculture and Farming,School/After School,Sewer Service Lines Failure Repair Fee,Dead,H889,3,,
2010,TX,Texas,Physical Activity,Pedestrians/Walking,Community,Transportation Planning,Enacted,R18563,1,1/1/2010 0:00,
2007,HI,Hawaii,Physical Activity,Built Environment and Street-Scale Design,Community,Pedestrian Safety,Enacted,H357,1,1/1/2007 0:00,
2007,OK,Oklahoma,Nutrition,Food Assistance Programs,Community,State Food Security Act,Enacted,H2833,1,1/1/2007 0:00,
2013,MO,Missouri,Physical Activity,Physical Activity Requirements,School/After School,Cade's Law,Enacted,HB675,1,7/3/2013 0:00,1/15/2014 0:00
2011,KY,Kentucky,Obesity,Body Mass Index (BMI),Community,Tax Increment Financing,Enacted,H310,1,1/1/2011 0:00,
2010,MS,Mississippi,Nutrition,Agriculture and Farming,Restaurant/Retail,Certified Farmers' Markets,Enacted,R12239,1,1/1/2010 0:00,
2011,MO,Missouri,Obesity,Appropriations,School/After School,Public Schools Ballroom Dance Courses,Dead,H169,3,,
2015,NY,New York,Nutrition,Appropriations,Restaurant/Retail,Sweetened Beverage Tax Law,Introduced,AB5945,0,,
2011,MA,Massachusetts,Nutrition,Vending,Work Place,Nutrition in Government Buildings,Dead,H1525,3,,
2012,NY,New York,Obesity,Portion Size,Restaurant/Retail,An Act to Combat the Incidence of Adult and Childhood Obesity<br>,Dead,A9394,3,1/1/2012 0:00,
2011,MA,Massachusetts,Obesity,Menu Labeling,Community,Livable Communities,Dead,S1846,3,,
2009,MA,Massachusetts,Nutrition,Nutrition Standards,School/After School,Student Nutrition and Wellness,Dead,H446,3,,
2011,HI,Hawaii,Nutrition,Fruits and Vegetables,School/After School,School Gardens,Dead,HCR260,3,,
2010,DE,Delaware,Nutrition,Disparities/Equity,School/After School,State Appropriations,Enacted,S310,1,1/1/2010 0:00,
2010,SD,South Dakota,Obesity,Health Insurance Coverage,School/After School,School Land Access Permits and Fees,Dead,H1121,3,,
2011,AR,Arkansas,Nutrition,School Nutrition,School/After School,Education Appropriation,Enacted,S210,1,1/1/2011 0:00,
2009,NJ,New Jersey,Obesity,Appropriations,School/After School,Obesity Instructions In Public Schools,Dead,S2665,3,,
2011,RI,Rhode Island,Physical Activity,Built Environment and Street-Scale Design,Community,Land Development,Enacted,R4439,1,1/1/2011 0:00,
2009,WA,Washington,Nutrition,Appropriations,Work Place,Womans Right To Breastfeed,Enacted,H1596,1,1/1/2009 0:00,
2011,MD,Maryland,Physical Activity,Appropriations,Community,Proposed Appropriations,Enacted,H70,1,1/1/2011 0:00,
2010,VT,Vermont,Obesity,Health Insurance Coverage,Medical and/or Hospital,Health Care Coverage,Dead,H510,3,,
2009,TN,Tennessee,Physical Activity,Public Transportation,Community,Department Of Safety,Dead,S950,3,,
2007,TN,Tennessee,Nutrition,Appropriations,Community,Child Nutrition,Enacted,S974,1,1/1/2007 0:00,
2009,OR,Oregon,Physical Activity,Physical Education Requirements,School/After School,Physical Education,Dead,S643,3,,
2010,PA,Pennsylvania,Obesity,Appropriations,Restaurant/Retail,Agricultural Surplus System,Enacted,H2139,1,1/1/2010 0:00,
2007,NC,North Carolina,Physical Activity,Pedestrians/Walking,Community,Appropriations Act of 2007,Enacted,H2437,1,1/1/2007 0:00,
2009,CA,California,Obesity,Food Restrictions,Restaurant/Retail,Agriculture: Victory Garden Growers,Dead,S362,3,,
2010,NE,Nebraska,Nutrition,Fruits and Vegetables,Restaurant/Retail,"Sales and Use Tax, Declaratory Orders",Enacted,R1733,1,1/1/2010 0:00,
2005,OK,Oklahoma,Obesity,Appropriations,School/After School,Schools,Enacted,S1459,1,1/1/2005 0:00,
2011,CA,California,Obesity,Appropriations,Early Care and Education,Education Finance: Budget Act of 2011,Enacted,S70,1,1/1/2011 0:00,
2015,MN,Minnesota,Physical Activity,Appropriations,Community,Transportation Appropriations,Introduced,SB228,0,,
2014,IL,Illinois,Nutrition,Sodium,Early Care and Education,Licensing Standards for Day Care Centers,Enacted,15726,1,8/15/2014 0:00,8/15/2014 0:00
2005,IL,Illinois,Physical Activity,Physical Activity Requirements,School/After School,Nutritional Education and Early Learning Council,Enacted,H210,1,1/1/2005 0:00,
2010,IL,Illinois,Obesity,Front of Package Labeling,School/After School,School Code,Enacted,H684,1,1/1/2010 0:00,
2009,NY,New York,Nutrition,Trans Fats,Community,Serving Artificial Trans Fat,Dead,S2822,3,,
2009,OH,Ohio,Obesity,Health Insurance Coverage,Work Place,Small Business Health Care Affordability Task Force,Dead,H256,3,,
2011,NY,New York,Nutrition,Appropriations,Community,Reducing Farm Based Taxes and Fees,Dead,A5286,3,,
2011,TN,Tennessee,Obesity,Appropriations,Community,Tort Liability and Reform,Enacted,H1151,1,1/1/2011 0:00,
2010,RI,Rhode Island,Nutrition,Farm Direct Foods,Restaurant/Retail,Special Supplemental Nutrition Program,Enacted,R4080,1,1/1/2010 0:00,
2010,NC,North Carolina,Nutrition,Appropriations,School/After School,State Board of Education,Dead,S1289,3,,
2017,VT,Vermont,Nutrition,Fruits and Vegetables,School/After School,An Act Relating to the Rozo McLaughlin Farm-to-School Program,Enacted,SB33,1,6/7/2017 0:00,7/1/2017 0:00
2009,NY,New York,Obesity,Menu Labeling,Community,Peconic Bay Region Community Housing Opportunity,Dead,A2030,3,,
2009,IL,Illinois,Nutrition,Access to Healthy Foods,School/After School,"Illinois Food, Farms, and Jobs Act",Dead,S15,3,,
2011,DE,Delaware,Physical Activity,Physical Activity Requirements,School/After School,School Athletic Trainers,Enacted,S69,1,1/1/2011 0:00,
2011,RI,Rhode Island,Obesity,Menu Labeling,Restaurant/Retail,Food and Drugs,Dead,H5502,3,,
2011,ME,Maine,Physical Activity,Pedestrians/Walking,Community,Plantations and Tax Increment Financing,Enacted,S259,1,1/1/2011 0:00,
2009,WA,Washington,Physical Activity,Bicycling,Community,Supplemental Transportation Appropriations,Dead,H1313,3,,
2009,HI,Hawaii,Obesity,Appropriations,School/After School,School Impact Fees,Dead,S733,3,,
2002,CT,Connecticut,Physical Activity,Public Transportation,Community,Transportation Laws,Enacted,HB5527,1,1/1/2002 0:00,
2014,DC,District of Columbia,Nutrition,Vending,Work Place,Workplace Wellness Act and Healthy Tots Act of 2014,Enacted,B750,1,9/23/2014 0:00,12/30/2014 0:00
2010,VA,Virginia,Nutrition,Farm Direct Foods,Restaurant/Retail,State Grown Food Products,Dead,H398,3,,
2011,TX,Texas,Obesity,Appropriations,School/After School,Physical Fitness of Public School Students Assessment,Dead,H3681,3,,
2011,HI,Hawaii,Physical Activity,Public Transportation,School/After School,Repair and Repaving Of Side Streets,Dead,HCR57,3,,
2011,CA,California,Obesity,Food Restrictions,Restaurant/Retail,Public Health: Food Access,Dead,A581,3,,
2011,OK,Oklahoma,Obesity,Appropriations,Community,Local Government Capital Improvements,Enacted,S708,1,1/1/2011 0:00,
2009,DE,Delaware,Nutrition,School Nutrition,School/After School,Artificial Trans Fats,Dead,H60,3,,
2011,KY,Kentucky,Obesity,Body Mass Index (BMI),Community,Tax Increment Financing,Dead,S96,3,,
2011,NY,New York,Physical Activity,Appropriations,School/After School,Statewide School Nutrition Standards,Dead,S1587,3,,
2011,NM,New Mexico,Nutrition,Media Campaigns,Community,Public School Construction and Renovation Projects,Dead,S2,3,,
2009,NY,New York,Nutrition,Task Forces/Councils,School/After School,School Lunch Program,Dead,S356,3,,
2004,LA,Louisiana,Obesity,Appropriations,Community,Sporting Events and Block Traffic,Enacted,HB1580,1,1/1/2004 0:00,
2011,VT,Vermont,Obesity,Appropriations,School/After School,Capital Construction Appropriations,Enacted,H446,1,1/1/2011 0:00,
2011,MT,Montana,Obesity,Appropriations,Community,Tax Increment Financing Districts,Dead,S358,3,,
2009,NC,North Carolina,Obesity,Appropriations,Community,Intermodal Transport Fund,Enacted,H148,1,1/1/2009 0:00,
2010,MI,Michigan,Nutrition,Food Assistance Programs,Community,Community Health,Dead,S1182,3,,
2013,NC,North Carolina,Physical Activity,Appropriations,School/After School,An Act to Enact the Healthy and High Performance School Act of 2013,Introduced,HB803,0,,
2009,IA,Iowa,Nutrition,Appropriations,Community,Local Food and Farm Task Force,Dead,S404,3,,
2010,IL,Illinois,Obesity,Menu Labeling,Community,Department Of Commerce And Economic Opportunity,Dead,S3918,3,,
2009,MN,Minnesota,Nutrition,Farm Direct Foods,School/After School,Employment,Dead,S2065,3,,
2007,RI,Rhode Island,Physical Activity,Media Campaigns,Work Place,Public Officers and Employees,Enacted,S2881,1,1/1/2007 0:00,
2011,MT,Montana,Physical Activity,Public Safety,Community,Urban Renewal Districts,Enacted,H561,1,1/1/2011 0:00,
2009,MA,Massachusetts,Nutrition,Food Security,Community,School Nutrition,Dead,H2092,3,,
2011,RI,Rhode Island,Nutrition,Fruits and Vegetables,Community,State Affairs and Government,Dead,H5295,3,,
2010,SC,South Carolina,Obesity,Food Restrictions,Community,Litigation Settlement,Dead,H4506,3,,
2009,AL,Alabama,Obesity,Appropriations,Community,Public Education,Dead,S501,3,,
2009,CO,Colorado,Nutrition,Vending,School/After School,Healthy Snacks In Schools,Dead,S46,3,,
2010,MN,Minnesota,Physical Activity,Pedestrians/Walking,Community,Capital Investment,Dead,S2396,3,,
2009,NY,New York,Nutrition,Appropriations,School/After School,New York State Healthy Kids Act,Dead,A8250,3,,
2011,PA,Pennsylvania,Physical Activity,Built Environment and Street-Scale Design,Community,Vehicles Code,Dead,H864,3,,
2011,FL,Florida,Nutrition,Food Assistance Programs,Medical and/or Hospital,Wellness and Health Improvement Programs,Dead,S1522,3,,
2007,WA,Washington,Nutrition,Agriculture and Farming,Community,Procedural Criteria for Adopting Comprehensive Plans,Enacted,R27361,1,1/1/2007 0:00,
2010,MO,Missouri,Physical Activity,Built Environment and Street-Scale Design,Community,Department of Transportation,Dead,HCR10,3,,
2012,OR,Oregon,Nutrition,Farmers Markets,Community,Appropriations<br>,Dead,S1567,3,1/1/2012 0:00,
2007,RI,Rhode Island,Obesity,Food Restrictions,School/After School,Healthier High School Vending Machines,Enacted,S81,1,1/1/2007 0:00,
2011,NY,New York,Nutrition,Appropriations,Restaurant/Retail,Senior Benefits Card Program,Dead,A3860,3,,
2009,AR,Arkansas,Nutrition,Fruits and Vegetables,Community,Sale of Raw Products,Enacted,S442,1,1/1/2009 0:00,
2005,CA,California,Physical Activity,Initiatives and Programs,Restaurant/Retail,Senate Concurrent resolution                 <br>,Enacted,SCR90,1,1/1/2005 0:00,
2009,NY,New York,Obesity,Body Mass Index (BMI),School/After School,Appropriations for Support of Government,Dead,S16v,3,,
2011,MN,Minnesota,Obesity,Appropriations,School/After School,Education,Dead,S555,3,,
2011,TX,Texas,Obesity,Appropriations,Community,Creation of the Bridgeland Management District,Enacted,H3842,1,1/1/2011 0:00,
2010,IL,Illinois,Nutrition,Appropriations,Restaurant/Retail,Farmers Markets,Dead,HJR87,3,,
2011,HI,Hawaii,Nutrition,Appropriations,Community,Agribusiness,Dead,H1496,3,,
2009,GA,Georgia,Physical Activity,Disabilities,Community,General Provisions Relative to Administration of Mental,Dead,S425,3,,
2010,DC,District of Columbia,Physical Activity,Pedestrians/Walking,Community,Budget Support Congressional Review,Enacted,B583,1,1/1/2010 0:00,
2010,HI,Hawaii,Nutrition,Agriculture and Farming,Community,Government,Dead,S2816,3,,
2011,OR,Oregon,Nutrition,Medical Care,Community,Traffic Control Devices,Enacted,S130,1,1/1/2011 0:00,
2010,MD,Maryland,Nutrition,Appropriations,Community,Program Open Space,Dead,S233,3,,
2010,IL,Illinois,Nutrition,Appropriations,Community,Chronic Disease Nutrition and Outcomes Commission,Dead,H5752,3,,
2013,NC,North Carolina,Obesity,Sugar Sweetened Beverages,Early Care and Education,General Nutrition Requirements,Enacted,6105,1,1/1/2013 0:00,1/1/2013 0:00
2008,VA,Virginia,Physical Activity,Pedestrians/Walking,Community,Pedestrians and Drivers,Dead,H2386,3,,
2010,WA,Washington,Nutrition,Farmers Markets,Restaurant/Retail,Property Tax Exemption,Dead,S6653,3,,
2011,UT,Utah,Nutrition,Food Assistance Programs,Community,Short Title - State Food Stamps Program,Dead,S193,3,,
2011,DC,District of Columbia,Nutrition,Farm Direct Foods,Restaurant/Retail,Workplace Wellness,Dead,B143,3,,
2016,RI,Rhode Island,Physical Activity,Physical Activity Requirements,School/After School,An Act relating to Education - Curriculum - Free play recess. Requires public schools to provide student in grades kindergarten through 5 with at least 20 minutes of free-play recess each school day.,Enacted,HB7644,1,6/27/2016 0:00,6/27/2016 0:00
2010,NC,North Carolina,Nutrition,Farmers Markets,Restaurant/Retail,Department of Health and Human Services,Dead,S1288,3,,
2010,HI,Hawaii,Nutrition,Healthier Food Retail and Food Deserts,Community,General Excise Taxes on Snack Foods,Dead,S2239,3,,
2012,MS,Mississippi,Obesity,Sugar Sweetened Beverages,School/After School,An Act to Create the Sweetened Beverage and Syrup Tax Law<br>,Dead,S2642,3,1/1/2012 0:00,
2011,IL,Illinois,Obesity,Appropriations,Community,Food Handling Regulation Enforcement,Enacted,S1852,1,1/1/2011 0:00,
2015,NY,New York,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Sweetened Beverage Tax Law,Introduced,AB5945,0,,
2011,RI,Rhode Island,Nutrition,Medical Care,Community,State Affairs and Government,Dead,H5821,3,,
2011,NY,New York,Nutrition,Appropriations,Restaurant/Retail,Foods Containing Artificial Trans Fat,Dead,A216,3,,
2010,NY,New York,Nutrition,Trans Fats,Restaurant/Retail,Artificial Trans Fat Prohibition,Dead,A10665,3,,
2011,PA,Pennsylvania,Nutrition,Liability and Indemnity,Community,Family Centers,Dead,H1604,3,,
2009,NY,New York,Physical Activity,Physical Activity Requirements,Community,Governor's Council on Physical Fitness,Dead,S2621,3,,
2010,CA,California,Obesity,Disparities/Equity,School/After School,Health and Human Services: Federal Grant Opportunities,Dead,A70,3,,
2002,NJ,New Jersey,Obesity,Task Forces/Councils,Community,Obesity Prevention Task Force,Enacted,A3534,1,1/1/2002 0:00,
2011,NY,New York,Obesity,Appropriations,School/After School,New York Health Kids Act,Dead,A4824,3,,
2013,NY,New York,Obesity,Menu Labeling,School/After School,New York State Healthy Kids Act,Dead,SB3224,3,,
2011,HI,Hawaii,Nutrition,Appropriations,Restaurant/Retail,Child Nutrition Programs,Enacted,HCR167,1,1/1/2011 0:00,
2011,NY,New York,Physical Activity,Incentives,Community,Tax Credit for Qualified Expenses,Dead,S1708,3,,
